,Lateral_ID (i),Customer_ID (k),Customer Anomaly Status x(i)(k),N(i),Lateral Anomaly Status x(i),Affected Customers s(i),~y(1)(ik),~y(2)(ik),~y(3)(ik),~y(4)(ik),~y(1)(i),~y(2)(i),~y(3)(i),~y(4)(i)
20188,1016,10,0,26,0,0,0,0,0,0,0,0,0,0
20189,1016,11,0,26,0,0,0,0,0,0,0,0,0,0
20190,1016,12,0,26,0,0,0,0,0,0,0,0,0,0
20191,1016,13,0,26,0,0,0,0,0,0,0,0,0,0
20192,1016,14,0,26,0,0,0,0,0,0,0,0,0,0
20193,1016,15,0,26,0,0,0,0,0,0,0,0,0,0
20194,1016,16,0,26,0,0,0,0,0,0,0,0,0,0
20195,1016,17,0,26,0,0,0,0,0,0,0,0,0,0
20196,1016,18,0,26,0,0,0,0,0,0,0,0,0,0
20197,1016,19,0,26,0,0,0,0,0,0,0,0,0,0
20198,1016,20,0,26,0,0,0,0,0,0,0,0,0,0
20199,1016,21,0,26,0,0,0,0,0,0,0,0,0,0
20200,1016,22,0,26,0,0,0,0,0,0,0,0,0,0
20201,1016,23,0,26,0,0,0,0,0,0,0,0,0,0
20202,1016,24,0,26,0,0,0,0,0,0,0,0,0,0
20203,1016,25,0,26,0,0,0,0,0,0,0,0,0,0
20204,1016,26,0,26,0,0,0,0,0,0,0,0,0,0
20205,1017,1,1,10,1,3,0,0,0,0,0,0,0,0
20206,1017,2,0,10,1,3,0,0,0,0,0,0,0,0
20207,1017,3,0,10,1,3,0,0,0,0,0,0,0,0
20208,1017,4,1,10,1,3,0,0,0,0,0,0,0,0
20209,1017,5,1,10,1,3,0,0,0,0,0,0,0,0
20210,1017,6,0,10,1,3,0,0,0,0,0,0,0,0
20211,1017,7,0,10,1,3,0,0,0,0,0,0,0,0
20212,1017,8,0,10,1,3,0,0,0,0,0,0,0,0
20213,1017,9,0,10,1,3,0,0,0,0,0,0,0,0
20214,1017,10,0,10,1,3,0,0,0,0,0,0,0,0
20215,1018,1,0,20,1,2,0,0,0,0,0,0,1,4
20216,1018,2,0,20,1,2,0,0,0,0,0,0,1,4
20217,1018,3,0,20,1,2,0,0,0,0,0,0,1,4
20218,1018,4,0,20,1,2,0,0,0,0,0,0,1,4
20219,1018,5,0,20,1,2,0,0,0,0,0,0,1,4
20220,1018,6,0,20,1,2,0,0,0,0,0,0,1,4
20221,1018,7,0,20,1,2,0,0,0,0,0,0,1,4
20222,1018,8,0,20,1,2,0,0,0,0,0,0,1,4
20223,1018,9,0,20,1,2,0,0,0,0,0,0,1,4
20224,1018,10,0,20,1,2,0,0,0,0,0,0,1,4
20225,1018,11,1,20,1,2,0,0,1,0,0,0,1,4
20226,1018,12,0,20,1,2,0,0,0,0,0,0,1,4
20227,1018,13,0,20,1,2,0,0,0,0,0,0,1,4
20228,1018,14,1,20,1,2,0,0,0,4,0,0,1,4
20229,1018,15,0,20,1,2,0,0,0,0,0,0,1,4
20230,1018,16,0,20,1,2,0,0,0,0,0,0,1,4
20231,1018,17,0,20,1,2,0,0,0,0,0,0,1,4
20232,1018,18,0,20,1,2,0,0,0,0,0,0,1,4
20233,1018,19,0,20,1,2,0,0,0,0,0,0,1,4
20234,1018,20,0,20,1,2,0,0,0,0,0,0,1,4
20235,1019,1,0,23,0,0,0,0,0,0,0,0,0,0
20236,1019,2,0,23,0,0,0,0,0,0,0,0,0,0
20237,1019,3,0,23,0,0,0,0,0,0,0,0,0,0
20238,1019,4,0,23,0,0,0,0,0,0,0,0,0,0
20239,1019,5,0,23,0,0,0,0,0,0,0,0,0,0
20240,1019,6,0,23,0,0,0,0,0,0,0,0,0,0
20241,1019,7,0,23,0,0,0,0,0,0,0,0,0,0
20242,1019,8,0,23,0,0,0,0,0,0,0,0,0,0
20243,1019,9,0,23,0,0,0,0,0,0,0,0,0,0
20244,1019,10,0,23,0,0,0,0,0,0,0,0,0,0
20245,1019,11,0,23,0,0,0,0,0,0,0,0,0,0
20246,1019,12,0,23,0,0,0,0,0,0,0,0,0,0
20247,1019,13,0,23,0,0,0,0,0,0,0,0,0,0
20248,1019,14,0,23,0,0,0,0,0,0,0,0,0,0
20249,1019,15,0,23,0,0,0,0,0,0,0,0,0,0
20250,1019,16,0,23,0,0,0,0,0,0,0,0,0,0
20251,1019,17,0,23,0,0,0,0,0,0,0,0,0,0
20252,1019,18,0,23,0,0,0,0,0,0,0,0,0,0
20253,1019,19,0,23,0,0,0,0,0,0,0,0,0,0
20254,1019,20,0,23,0,0,0,0,0,0,0,0,0,0
20255,1019,21,0,23,0,0,0,0,0,0,0,0,0,0
20256,1019,22,0,23,0,0,0,0,0,0,0,0,0,0
20257,1019,23,0,23,0,0,0,0,0,0,0,0,0,0
20258,1023,1,0,40,1,3,0,0,0,0,0,0,0,1
20259,1023,2,0,40,1,3,0,0,0,0,0,0,0,1
20260,1023,3,0,40,1,3,0,0,0,0,0,0,0,1
20261,1023,4,0,40,1,3,0,0,0,0,0,0,0,1
20262,1023,5,0,40,1,3,0,0,0,0,0,0,0,1
20263,1023,6,0,40,1,3,0,0,0,0,0,0,0,1
20264,1023,7,0,40,1,3,0,0,0,0,0,0,0,1
20265,1023,8,0,40,1,3,0,0,0,0,0,0,0,1
20266,1023,9,0,40,1,3,0,0,0,0,0,0,0,1
20267,1023,10,0,40,1,3,0,0,0,0,0,0,0,1
20268,1023,11,0,40,1,3,0,0,0,0,0,0,0,1
20269,1023,12,0,40,1,3,0,0,0,0,0,0,0,1
20270,1023,13,0,40,1,3,0,0,0,0,0,0,0,1
20271,1023,14,0,40,1,3,0,0,0,0,0,0,0,1
20272,1023,15,0,40,1,3,0,0,0,0,0,0,0,1
20273,1023,16,0,40,1,3,0,0,0,0,0,0,0,1
20274,1023,17,0,40,1,3,0,0,0,0,0,0,0,1
20275,1023,18,0,40,1,3,0,0,0,0,0,0,0,1
20276,1023,19,0,40,1,3,0,0,0,0,0,0,0,1
20277,1023,20,0,40,1,3,0,0,0,0,0,0,0,1
20278,1023,21,0,40,1,3,0,0,0,0,0,0,0,1
20279,1023,22,0,40,1,3,0,0,0,0,0,0,0,1
20280,1023,23,0,40,1,3,0,0,0,0,0,0,0,1
20281,1023,24,0,40,1,3,0,0,0,0,0,0,0,1
20282,1023,25,0,40,1,3,0,0,0,0,0,0,0,1
20283,1023,26,0,40,1,3,0,0,0,0,0,0,0,1
20284,1023,27,1,40,1,3,0,0,0,1,0,0,0,1
20285,1023,28,0,40,1,3,0,0,0,0,0,0,0,1
20286,1023,29,0,40,1,3,0,0,0,0,0,0,0,1
20287,1023,30,0,40,1,3,0,0,0,0,0,0,0,1
20288,1023,31,1,40,1,3,0,0,0,0,0,0,0,1
20289,1023,32,0,40,1,3,0,0,0,0,0,0,0,1
20290,1023,33,0,40,1,3,0,0,0,0,0,0,0,1
20291,1023,34,0,40,1,3,0,0,0,0,0,0,0,1
20292,1023,35,0,40,1,3,0,0,0,0,0,0,0,1
20293,1023,36,0,40,1,3,0,0,0,0,0,0,0,1
20294,1023,37,0,40,1,3,0,0,0,0,0,0,0,1
20295,1023,38,0,40,1,3,0,0,0,0,0,0,0,1
20296,1023,39,1,40,1,3,0,0,0,0,0,0,0,1
20297,1023,40,0,40,1,3,0,0,0,0,0,0,0,1
20298,1024,1,0,17,0,0,0,0,0,0,0,0,0,0
20299,1024,2,0,17,0,0,0,0,0,0,0,0,0,0
20300,1024,3,0,17,0,0,0,0,0,0,0,0,0,0
20301,1024,4,0,17,0,0,0,0,0,0,0,0,0,0
20302,1024,5,0,17,0,0,0,0,0,0,0,0,0,0
20303,1024,6,0,17,0,0,0,0,0,0,0,0,0,0
20304,1024,7,0,17,0,0,0,0,0,0,0,0,0,0
20305,1024,8,0,17,0,0,0,0,0,0,0,0,0,0
20306,1024,9,0,17,0,0,0,0,0,0,0,0,0,0
20307,1024,10,0,17,0,0,0,0,0,0,0,0,0,0
20308,1024,11,0,17,0,0,0,0,0,0,0,0,0,0
20309,1024,12,0,17,0,0,0,0,0,0,0,0,0,0
20310,1024,13,0,17,0,0,0,0,0,0,0,0,0,0
20311,1024,14,0,17,0,0,0,0,0,0,0,0,0,0
20312,1024,15,0,17,0,0,0,0,0,0,0,0,0,0
20313,1024,16,0,17,0,0,0,0,0,0,0,0,0,0
20314,1024,17,0,17,0,0,0,0,0,0,0,0,0,0
20315,1025,1,0,20,0,0,0,0,0,0,0,0,0,0
20316,1025,2,0,20,0,0,0,0,0,0,0,0,0,0
20317,1025,3,0,20,0,0,0,0,0,0,0,0,0,0
20318,1025,4,0,20,0,0,0,0,0,0,0,0,0,0
20319,1025,5,0,20,0,0,0,0,0,0,0,0,0,0
20320,1025,6,0,20,0,0,0,0,0,0,0,0,0,0
20321,1025,7,0,20,0,0,0,0,0,0,0,0,0,0
20322,1025,8,0,20,0,0,0,0,0,0,0,0,0,0
20323,1025,9,0,20,0,0,0,0,0,0,0,0,0,0
20324,1025,10,0,20,0,0,0,0,0,0,0,0,0,0
20325,1025,11,0,20,0,0,0,0,0,0,0,0,0,0
20326,1025,12,0,20,0,0,0,0,0,0,0,0,0,0
20327,1025,13,0,20,0,0,0,0,0,0,0,0,0,0
20328,1025,14,0,20,0,0,0,0,0,0,0,0,0,0
20329,1025,15,0,20,0,0,0,0,0,0,0,0,0,0
20330,1025,16,0,20,0,0,0,0,0,0,0,0,0,0
20331,1025,17,0,20,0,0,0,0,0,0,0,0,0,0
20332,1025,18,0,20,0,0,0,0,0,0,0,0,0,0
20333,1025,19,0,20,0,0,0,0,0,0,0,0,0,0
20334,1025,20,0,20,0,0,0,0,0,0,0,0,0,0
20335,1026,1,0,3,0,0,0,0,0,0,0,0,0,0
20336,1026,2,0,3,0,0,0,0,0,0,0,0,0,0
20337,1026,3,0,3,0,0,0,0,0,0,0,0,0,0
20338,1027,1,0,33,0,0,0,0,0,0,0,0,0,0
20339,1027,2,0,33,0,0,0,0,0,0,0,0,0,0
20340,1027,3,0,33,0,0,0,0,0,0,0,0,0,0
20341,1027,4,0,33,0,0,0,0,0,0,0,0,0,0
20342,1027,5,0,33,0,0,0,0,0,0,0,0,0,0
20343,1027,6,0,33,0,0,0,0,0,0,0,0,0,0
20344,1027,7,0,33,0,0,0,0,0,0,0,0,0,0
20345,1027,8,0,33,0,0,0,0,0,0,0,0,0,0
20346,1027,9,0,33,0,0,0,0,0,0,0,0,0,0
20347,1027,10,0,33,0,0,0,0,0,0,0,0,0,0
20348,1027,11,0,33,0,0,0,0,0,0,0,0,0,0
20349,1027,12,0,33,0,0,0,0,0,0,0,0,0,0
20350,1027,13,0,33,0,0,0,0,0,0,0,0,0,0
20351,1027,14,0,33,0,0,0,0,0,0,0,0,0,0
20352,1027,15,0,33,0,0,0,0,0,0,0,0,0,0
20353,1027,16,0,33,0,0,0,0,0,0,0,0,0,0
20354,1027,17,0,33,0,0,0,0,0,0,0,0,0,0
20355,1027,18,0,33,0,0,0,0,0,0,0,0,0,0
20356,1027,19,0,33,0,0,0,0,0,0,0,0,0,0
20357,1027,20,0,33,0,0,0,0,0,0,0,0,0,0
20358,1027,21,0,33,0,0,0,0,0,0,0,0,0,0
20359,1027,22,0,33,0,0,0,0,0,0,0,0,0,0
20360,1027,23,0,33,0,0,0,0,0,0,0,0,0,0
20361,1027,24,0,33,0,0,0,0,0,0,0,0,0,0
20362,1027,25,0,33,0,0,0,0,0,0,0,0,0,0
20363,1027,26,0,33,0,0,0,0,0,0,0,0,0,0
20364,1027,27,0,33,0,0,0,0,0,0,0,0,0,0
20365,1027,28,0,33,0,0,0,0,0,0,0,0,0,0
20366,1027,29,0,33,0,0,0,0,0,0,0,0,0,0
20367,1027,30,0,33,0,0,0,0,0,0,0,0,0,0
20368,1027,31,0,33,0,0,0,0,0,0,0,0,0,0
20369,1027,32,0,33,0,0,0,0,0,0,0,0,0,0
20370,1027,33,0,33,0,0,0,0,0,0,0,0,0,0
20371,1029,1,0,5,0,0,0,0,0,0,0,0,0,0
20372,1029,2,0,5,0,0,0,0,0,0,0,0,0,0
20373,1029,3,0,5,0,0,0,0,0,0,0,0,0,0
20374,1029,4,0,5,0,0,0,0,0,0,0,0,0,0
20375,1029,5,0,5,0,0,0,0,0,0,0,0,0,0
20376,1030,1,0,48,1,1,0,0,0,0,0,0,0,1
20377,1030,2,0,48,1,1,0,0,0,0,0,0,0,1
20378,1030,3,0,48,1,1,0,0,0,0,0,0,0,1
20379,1030,4,0,48,1,1,0,0,0,0,0,0,0,1
20380,1030,5,0,48,1,1,0,0,0,0,0,0,0,1
20381,1030,6,0,48,1,1,0,0,0,0,0,0,0,1
20382,1030,7,0,48,1,1,0,0,0,0,0,0,0,1
20383,1030,8,0,48,1,1,0,0,0,0,0,0,0,1
20384,1030,9,0,48,1,1,0,0,0,0,0,0,0,1
20385,1030,10,0,48,1,1,0,0,0,0,0,0,0,1
20386,1030,11,1,48,1,1,0,0,0,1,0,0,0,1
20387,1030,12,0,48,1,1,0,0,0,0,0,0,0,1
20388,1030,13,0,48,1,1,0,0,0,0,0,0,0,1
20389,1030,14,0,48,1,1,0,0,0,0,0,0,0,1
20390,1030,15,0,48,1,1,0,0,0,0,0,0,0,1
20391,1030,16,0,48,1,1,0,0,0,0,0,0,0,1
20392,1030,17,0,48,1,1,0,0,0,0,0,0,0,1
20393,1030,18,0,48,1,1,0,0,0,0,0,0,0,1
20394,1030,19,0,48,1,1,0,0,0,0,0,0,0,1
20395,1030,20,0,48,1,1,0,0,0,0,0,0,0,1
20396,1030,21,0,48,1,1,0,0,0,0,0,0,0,1
20397,1030,22,0,48,1,1,0,0,0,0,0,0,0,1
20398,1030,23,0,48,1,1,0,0,0,0,0,0,0,1
20399,1030,24,0,48,1,1,0,0,0,0,0,0,0,1
20400,1030,25,0,48,1,1,0,0,0,0,0,0,0,1
20401,1030,26,0,48,1,1,0,0,0,0,0,0,0,1
20402,1030,27,0,48,1,1,0,0,0,0,0,0,0,1
20403,1030,28,0,48,1,1,0,0,0,0,0,0,0,1
20404,1030,29,0,48,1,1,0,0,0,0,0,0,0,1
20405,1030,30,0,48,1,1,0,0,0,0,0,0,0,1
20406,1030,31,0,48,1,1,0,0,0,0,0,0,0,1
20407,1030,32,0,48,1,1,0,0,0,0,0,0,0,1
20408,1030,33,0,48,1,1,0,0,0,0,0,0,0,1
20409,1030,34,0,48,1,1,0,0,0,0,0,0,0,1
20410,1030,35,0,48,1,1,0,0,0,0,0,0,0,1
20411,1030,36,0,48,1,1,0,0,0,0,0,0,0,1
20412,1030,37,0,48,1,1,0,0,0,0,0,0,0,1
20413,1030,38,0,48,1,1,0,0,0,0,0,0,0,1
20414,1030,39,0,48,1,1,0,0,0,0,0,0,0,1
20415,1030,40,0,48,1,1,0,0,0,0,0,0,0,1
20416,1030,41,0,48,1,1,0,0,0,0,0,0,0,1
20417,1030,42,0,48,1,1,0,0,0,0,0,0,0,1
20418,1030,43,0,48,1,1,0,0,0,0,0,0,0,1
20419,1030,44,0,48,1,1,0,0,0,0,0,0,0,1
20420,1030,45,0,48,1,1,0,0,0,0,0,0,0,1
20421,1030,46,0,48,1,1,0,0,0,0,0,0,0,1
20422,1030,47,0,48,1,1,0,0,0,0,0,0,0,1
20423,1030,48,0,48,1,1,0,0,0,0,0,0,0,1
20424,1031,1,0,13,2,1,0,0,0,0,0,0,1,3
20425,1031,2,2,13,2,1,0,0,1,3,0,0,1,3
20426,1031,3,0,13,2,1,0,0,0,0,0,0,1,3
20427,1031,4,0,13,2,1,0,0,0,0,0,0,1,3
20428,1031,5,0,13,2,1,0,0,0,0,0,0,1,3
20429,1031,6,0,13,2,1,0,0,0,0,0,0,1,3
20430,1031,7,0,13,2,1,0,0,0,0,0,0,1,3
20431,1031,8,0,13,2,1,0,0,0,0,0,0,1,3
20432,1031,9,0,13,2,1,0,0,0,0,0,0,1,3
20433,1031,10,0,13,2,1,0,0,0,0,0,0,1,3
20434,1031,11,0,13,2,1,0,0,0,0,0,0,1,3
20435,1031,12,0,13,2,1,0,0,0,0,0,0,1,3
20436,1031,13,0,13,2,1,0,0,0,0,0,0,1,3
20437,1034,1,0,9,2,3,0,0,0,0,0,0,3,0
20438,1034,2,0,9,2,3,0,0,0,0,0,0,3,0
20439,1034,3,2,9,2,3,0,0,1,0,0,0,3,0
20440,1034,4,0,9,2,3,0,0,0,0,0,0,3,0
20441,1034,5,2,9,2,3,0,0,0,0,0,0,3,0
20442,1034,6,0,9,2,3,0,0,0,0,0,0,3,0
20443,1034,7,2,9,2,3,0,0,2,0,0,0,3,0
20444,1034,8,0,9,2,3,0,0,0,0,0,0,3,0
20445,1034,9,0,9,2,3,0,0,0,0,0,0,3,0
20446,1035,1,0,37,0,0,0,0,0,0,0,0,0,0
20447,1035,2,0,37,0,0,0,0,0,0,0,0,0,0
20448,1035,3,0,37,0,0,0,0,0,0,0,0,0,0
20449,1035,4,0,37,0,0,0,0,0,0,0,0,0,0
20450,1035,5,0,37,0,0,0,0,0,0,0,0,0,0
20451,1035,6,0,37,0,0,0,0,0,0,0,0,0,0
20452,1035,7,0,37,0,0,0,0,0,0,0,0,0,0
20453,1035,8,0,37,0,0,0,0,0,0,0,0,0,0
20454,1035,9,0,37,0,0,0,0,0,0,0,0,0,0
20455,1035,10,0,37,0,0,0,0,0,0,0,0,0,0
20456,1035,11,0,37,0,0,0,0,0,0,0,0,0,0
20457,1035,12,0,37,0,0,0,0,0,0,0,0,0,0
20458,1035,13,0,37,0,0,0,0,0,0,0,0,0,0
20459,1035,14,0,37,0,0,0,0,0,0,0,0,0,0
20460,1035,15,0,37,0,0,0,0,0,0,0,0,0,0
20461,1035,16,0,37,0,0,0,0,0,0,0,0,0,0
20462,1035,17,0,37,0,0,0,0,0,0,0,0,0,0
20463,1035,18,0,37,0,0,0,0,0,0,0,0,0,0
20464,1035,19,0,37,0,0,0,0,0,0,0,0,0,0
20465,1035,20,0,37,0,0,0,0,0,0,0,0,0,0
20466,1035,21,0,37,0,0,0,0,0,0,0,0,0,0
20467,1035,22,0,37,0,0,0,0,0,0,0,0,0,0
20468,1035,23,0,37,0,0,0,0,0,0,0,0,0,0
20469,1035,24,0,37,0,0,0,0,0,0,0,0,0,0
20470,1035,25,0,37,0,0,0,0,0,0,0,0,0,0
20471,1035,26,0,37,0,0,0,0,0,0,0,0,0,0
20472,1035,27,0,37,0,0,0,0,0,0,0,0,0,0
20473,1035,28,0,37,0,0,0,0,0,0,0,0,0,0
20474,1035,29,0,37,0,0,0,0,0,0,0,0,0,0
20475,1035,30,0,37,0,0,0,0,0,0,0,0,0,0
20476,1035,31,0,37,0,0,0,0,0,0,0,0,0,0
20477,1035,32,0,37,0,0,0,0,0,0,0,0,0,0
20478,1035,33,0,37,0,0,0,0,0,0,0,0,0,0
20479,1035,34,0,37,0,0,0,0,0,0,0,0,0,0
20480,1035,35,0,37,0,0,0,0,0,0,0,0,0,0
20481,1035,36,0,37,0,0,0,0,0,0,0,0,0,0
20482,1035,37,0,37,0,0,0,0,0,0,0,0,0,0
20483,1036,1,0,46,1,12,0,0,0,0,0,0,0,9
20484,1036,2,0,46,1,12,0,0,0,0,0,0,0,9
20485,1036,3,1,46,1,12,0,0,0,1,0,0,0,9
20486,1036,4,1,46,1,12,0,0,0,1,0,0,0,9
20487,1036,5,0,46,1,12,0,0,0,0,0,0,0,9
20488,1036,6,0,46,1,12,0,0,0,0,0,0,0,9
20489,1036,7,1,46,1,12,0,0,0,0,0,0,0,9
20490,1036,8,0,46,1,12,0,0,0,0,0,0,0,9
20491,1036,9,0,46,1,12,0,0,0,0,0,0,0,9
20492,1036,10,0,46,1,12,0,0,0,0,0,0,0,9
20493,1036,11,0,46,1,12,0,0,0,0,0,0,0,9
20494,1036,12,1,46,1,12,0,0,0,0,0,0,0,9
20495,1036,13,0,46,1,12,0,0,0,0,0,0,0,9
20496,1036,14,1,46,1,12,0,0,0,1,0,0,0,9
20497,1036,15,0,46,1,12,0,0,0,0,0,0,0,9
20498,1036,16,0,46,1,12,0,0,0,0,0,0,0,9
20499,1036,17,0,46,1,12,0,0,0,0,0,0,0,9
20500,1036,18,1,46,1,12,0,0,0,2,0,0,0,9
20501,1036,19,1,46,1,12,0,0,0,1,0,0,0,9
20502,1036,20,1,46,1,12,0,0,0,0,0,0,0,9
20503,1036,21,0,46,1,12,0,0,0,0,0,0,0,9
20504,1036,22,0,46,1,12,0,0,0,0,0,0,0,9
20505,1036,23,0,46,1,12,0,0,0,0,0,0,0,9
20506,1036,24,0,46,1,12,0,0,0,0,0,0,0,9
20507,1036,25,0,46,1,12,0,0,0,0,0,0,0,9
20508,1036,26,0,46,1,12,0,0,0,0,0,0,0,9
20509,1036,27,0,46,1,12,0,0,0,0,0,0,0,9
20510,1036,28,0,46,1,12,0,0,0,0,0,0,0,9
20511,1036,29,1,46,1,12,0,0,0,0,0,0,0,9
20512,1036,30,0,46,1,12,0,0,0,0,0,0,0,9
20513,1036,31,0,46,1,12,0,0,0,0,0,0,0,9
20514,1036,32,0,46,1,12,0,0,0,0,0,0,0,9
20515,1036,33,1,46,1,12,0,0,0,0,0,0,0,9
20516,1036,34,0,46,1,12,0,0,0,0,0,0,0,9
20517,1036,35,0,46,1,12,0,0,0,0,0,0,0,9
20518,1036,36,0,46,1,12,0,0,0,0,0,0,0,9
20519,1036,37,1,46,1,12,0,0,0,1,0,0,0,9
20520,1036,38,0,46,1,12,0,0,0,0,0,0,0,9
20521,1036,39,0,46,1,12,0,0,0,0,0,0,0,9
20522,1036,40,0,46,1,12,0,0,0,0,0,0,0,9
20523,1036,41,0,46,1,12,0,0,0,0,0,0,0,9
20524,1036,42,0,46,1,12,0,0,0,0,0,0,0,9
20525,1036,43,1,46,1,12,0,0,0,2,0,0,0,9
20526,1036,44,0,46,1,12,0,0,0,0,0,0,0,9
20527,1036,45,0,46,1,12,0,0,0,0,0,0,0,9
20528,1036,46,0,46,1,12,0,0,0,0,0,0,0,9
20529,1037,1,0,42,0,0,0,0,0,0,0,0,0,0
20530,1037,2,0,42,0,0,0,0,0,0,0,0,0,0
20531,1037,3,0,42,0,0,0,0,0,0,0,0,0,0
20532,1037,4,0,42,0,0,0,0,0,0,0,0,0,0
20533,1037,5,0,42,0,0,0,0,0,0,0,0,0,0
20534,1037,6,0,42,0,0,0,0,0,0,0,0,0,0
20535,1037,7,0,42,0,0,0,0,0,0,0,0,0,0
20536,1037,8,0,42,0,0,0,0,0,0,0,0,0,0
20537,1037,9,0,42,0,0,0,0,0,0,0,0,0,0
20538,1037,10,0,42,0,0,0,0,0,0,0,0,0,0
20539,1037,11,0,42,0,0,0,0,0,0,0,0,0,0
20540,1037,12,0,42,0,0,0,0,0,0,0,0,0,0
20541,1037,13,0,42,0,0,0,0,0,0,0,0,0,0
20542,1037,14,0,42,0,0,0,0,0,0,0,0,0,0
20543,1037,15,0,42,0,0,0,0,0,0,0,0,0,0
20544,1037,16,0,42,0,0,0,0,0,0,0,0,0,0
20545,1037,17,0,42,0,0,0,0,0,0,0,0,0,0
20546,1037,18,0,42,0,0,0,0,0,0,0,0,0,0
20547,1037,19,0,42,0,0,0,0,0,0,0,0,0,0
20548,1037,20,0,42,0,0,0,0,0,0,0,0,0,0
20549,1037,21,0,42,0,0,0,0,0,0,0,0,0,0
20550,1037,22,0,42,0,0,0,0,0,0,0,0,0,0
20551,1037,23,0,42,0,0,0,0,0,0,0,0,0,0
20552,1037,24,0,42,0,0,0,0,0,0,0,0,0,0
20553,1037,25,0,42,0,0,0,0,0,0,0,0,0,0
20554,1037,26,0,42,0,0,0,0,0,0,0,0,0,0
20555,1037,27,0,42,0,0,0,0,0,0,0,0,0,0
20556,1037,28,0,42,0,0,0,0,0,0,0,0,0,0
20557,1037,29,0,42,0,0,0,0,0,0,0,0,0,0
20558,1037,30,0,42,0,0,0,0,0,0,0,0,0,0
20559,1037,31,0,42,0,0,0,0,0,0,0,0,0,0
20560,1037,32,0,42,0,0,0,0,0,0,0,0,0,0
20561,1037,33,0,42,0,0,0,0,0,0,0,0,0,0
20562,1037,34,0,42,0,0,0,0,0,0,0,0,0,0
20563,1037,35,0,42,0,0,0,0,0,0,0,0,0,0
20564,1037,36,0,42,0,0,0,0,0,0,0,0,0,0
20565,1037,37,0,42,0,0,0,0,0,0,0,0,0,0
20566,1037,38,0,42,0,0,0,0,0,0,0,0,0,0
20567,1037,39,0,42,0,0,0,0,0,0,0,0,0,0
20568,1037,40,0,42,0,0,0,0,0,0,0,0,0,0
20569,1037,41,0,42,0,0,0,0,0,0,0,0,0,0
20570,1037,42,0,42,0,0,0,0,0,0,0,0,0,0
20571,1038,1,0,28,1,4,0,0,0,0,0,0,2,2
20572,1038,2,1,28,1,4,0,0,0,0,0,0,2,2
20573,1038,3,0,28,1,4,0,0,0,0,0,0,2,2
20574,1038,4,0,28,1,4,0,0,0,0,0,0,2,2
20575,1038,5,1,28,1,4,0,0,0,1,0,0,2,2
20576,1038,6,0,28,1,4,0,0,0,0,0,0,2,2
20577,1038,7,0,28,1,4,0,0,0,0,0,0,2,2
20578,1038,8,0,28,1,4,0,0,0,0,0,0,2,2
20579,1038,9,0,28,1,4,0,0,0,0,0,0,2,2
20580,1038,10,0,28,1,4,0,0,0,0,0,0,2,2
20581,1038,11,0,28,1,4,0,0,0,0,0,0,2,2
20582,1038,12,0,28,1,4,0,0,0,0,0,0,2,2
20583,1038,13,0,28,1,4,0,0,0,0,0,0,2,2
20584,1038,14,0,28,1,4,0,0,0,0,0,0,2,2
20585,1038,15,0,28,1,4,0,0,0,0,0,0,2,2
20586,1038,16,0,28,1,4,0,0,0,0,0,0,2,2
20587,1038,17,0,28,1,4,0,0,0,0,0,0,2,2
20588,1038,18,0,28,1,4,0,0,0,0,0,0,2,2
20589,1038,19,0,28,1,4,0,0,0,0,0,0,2,2
20590,1038,20,0,28,1,4,0,0,0,0,0,0,2,2
20591,1038,21,1,28,1,4,0,0,1,0,0,0,2,2
20592,1038,22,0,28,1,4,0,0,0,0,0,0,2,2
20593,1038,23,0,28,1,4,0,0,0,0,0,0,2,2
20594,1038,24,0,28,1,4,0,0,0,0,0,0,2,2
20595,1038,25,0,28,1,4,0,0,0,0,0,0,2,2
20596,1038,26,0,28,1,4,0,0,0,0,0,0,2,2
20597,1038,27,1,28,1,4,0,0,1,1,0,0,2,2
20598,1038,28,0,28,1,4,0,0,0,0,0,0,2,2
20599,1039,1,0,28,0,0,0,0,0,0,0,0,0,0
20600,1039,2,0,28,0,0,0,0,0,0,0,0,0,0
20601,1039,3,0,28,0,0,0,0,0,0,0,0,0,0
20602,1039,4,0,28,0,0,0,0,0,0,0,0,0,0
20603,1039,5,0,28,0,0,0,0,0,0,0,0,0,0
20604,1039,6,0,28,0,0,0,0,0,0,0,0,0,0
20605,1039,7,0,28,0,0,0,0,0,0,0,0,0,0
20606,1039,8,0,28,0,0,0,0,0,0,0,0,0,0
20607,1039,9,0,28,0,0,0,0,0,0,0,0,0,0
20608,1039,10,0,28,0,0,0,0,0,0,0,0,0,0
20609,1039,11,0,28,0,0,0,0,0,0,0,0,0,0
20610,1039,12,0,28,0,0,0,0,0,0,0,0,0,0
20611,1039,13,0,28,0,0,0,0,0,0,0,0,0,0
20612,1039,14,0,28,0,0,0,0,0,0,0,0,0,0
20613,1039,15,0,28,0,0,0,0,0,0,0,0,0,0
20614,1039,16,0,28,0,0,0,0,0,0,0,0,0,0
20615,1039,17,0,28,0,0,0,0,0,0,0,0,0,0
20616,1039,18,0,28,0,0,0,0,0,0,0,0,0,0
20617,1039,19,0,28,0,0,0,0,0,0,0,0,0,0
20618,1039,20,0,28,0,0,0,0,0,0,0,0,0,0
20619,1039,21,0,28,0,0,0,0,0,0,0,0,0,0
20620,1039,22,0,28,0,0,0,0,0,0,0,0,0,0
